Fecha;cod_ine;CCAA;Casos;PCR+;TestAc+;Hospitalizados;UCI;Fallecidos;Recuperados
20/03/2020;14;Murcia;240;;;61;14;1;1
20/03/2020;15;Navarra;664;;;222;25;9;1
20/03/2020;16;Pais Vasco;1725;;;654;71;85;165
20/03/2020;17;La Rioja;564;;;128;17;15;18
21/03/2020;1;Andalucia;;1725;;724;55;47;38
21/03/2020;2;Aragon;532;;;241;45;24;3
21/03/2020;3;Asturias;545;;;171;15;8;20
21/03/2020;4;Baleares;331;;;79;14;4;17
21/03/2020;5;Canarias;414;;;150;32;9;7
21/03/2020;6;Cantabria;282;;;116;9;5;11
21/03/2020;8;Castilla La Mancha;1819;;;838;76;112;48
21/03/2020;7;Castilla y Leon;1744;;;798;106;74;89
21/03/2020;9;Cataluna;5046;;;1917;290;143;247
21/03/2020;18;Ceuta;5;;;0;0;0;0
21/03/2020;10;C. Valenciana;1604;;;1136;152;69;30
21/03/2020;11;Extremadura;384;;;87;8;14;8
21/03/2020;12;Galicia;915;;;227;35;12;16
21/03/2020;13;Madrid;;17345;;8441;834;1021;1899
21/03/2020;19;Melilla;25;;;12;1;0;0
21/03/2020;14;Murcia;296;;;78;16;1;1
21/03/2020;15;Navarra;794;;;288;30;14;4
21/03/2020;16;Pais Vasco;2097;;;988;81;97;216
21/03/2020;17;La Rioja;654;;;134;17;18;18
22/03/2020;1;Andalucia;;1961;;865;77;58;50
22/03/2020;2;Aragon;638;;;298;52;32;30
22/03/2020;3;Asturias;594;;;194;22;12;21
22/03/2020;4;Baleares;400;;;87;27;10;18
22/03/2020;5;Canarias;481;;;172;32;11;7
22/03/2020;6;Cantabria;347;;;157;14;6;11
22/03/2020;8;Castilla La Mancha;2078;;;1547;142;145;51
22/03/2020;7;Castilla y Leon;2055;;;977;120;102;117
22/03/2020;9;Cataluna;5747;;;2158;308;199;402
22/03/2020;18;Ceuta;6;;;0;0;0;0
22/03/2020;10;C. Valenciana;1901;;;1311;181;94;36
22/03/2020;11;Extremadura;493;;;131;13;18;6
22/03/2020;12;Galicia;1208;;;270;47;18;19
22/03/2020;13;Madrid;;18846;;9561;942;1263;2063
22/03/2020;19;Melilla;28;;;12;1;0;0
22/03/2020;14;Murcia;345;;;80;23;2;1
22/03/2020;15;Navarra;886;;;339;40;24;7
22/03/2020;16;Pais Vasco;2421;;;1252;92;120;283
22/03/2020;17;La Rioja;747;;;166;22;22;18
23/03/2020;1;Andalucia;;2470;;1132;102;87;66
23/03/2020;2;Aragon;758;;;384;66;37;3
23/03/2020;3;Asturias;662;;;224;23;22;30
23/03/2020;4;Baleares;478;;;127;35;10;19
23/03/2020;5;Canarias;557;;;207;36;16;8
23/03/2020;6;Cantabria;425;;;200;16;9;12
23/03/2020;8;Castilla La Mancha;2465;;;1826;182;216;53
23/03/2020;7;Castilla y Leon;2460;;;1197;137;124;140
23/03/2020;9;Cataluna;7864;;;3209;471;293;631
23/03/2020;18;Ceuta;6;;;0;0;0;0
23/03/2020;10;C. Valenciana;2167;;;1562;222;115;37
23/03/2020;11;Extremadura;636;;;161;20;26;8
23/03/2020;12;Galicia;1415;;;338;55;20;19
23/03/2020;13;Madrid;;21508;;10443;1050;1535;2291
23/03/2020;19;Melilla;28;;;12;1;0;0
23/03/2020;14;Murcia;385;;;99;26;3;1
23/03/2020;15;Navarra;1014;;;405;45;31;11
23/03/2020;16;Pais Vasco;2728;;;1425;106;133;344
23/03/2020;17;La Rioja;802;;;206;24;30;24
24/03/2020;1;Andalucia;;3008;;1433;116;113;71
24/03/2020;2;Aragon;907;;;459;75;40;4
24/03/2020;3;Asturias;779;;;263;29;25;35
24/03/2020;4;Baleares;562;;;164;40;13;28
24/03/2020;5;Canarias;657;;;235;43;21;15
24/03/2020;6;Cantabria;510;;;241;18;14;12
24/03/2020;8;Castilla La Mancha;2780;;;2162;210;263;71
24/03/2020;7;Castilla y Leon;2940;;;1457;170;165;213
24/03/2020;9;Cataluna;9937;;;4349;713;385;961
24/03/2020;18;Ceuta;9;;;2;1;0;0
24/03/2020;10;C. Valenciana;2616;;;1842;255;143;44
24/03/2020;11;Extremadura;742;;;209;28;39;8
24/03/2020;12;Galicia;1653;;;412;69;27;25
24/03/2020;13;Madrid;;24371;;11153;1150;1825;3031
24/03/2020;19;Melilla;38;;;14;2;0;0
24/03/2020;14;Murcia;477;;;127;33;5;4
24/03/2020;15;Navarra;1197;;;506;51;33;23
24/03/2020;16;Pais Vasco;3271;;;1577;119;155;466
24/03/2020;17;La Rioja;928;;;254;33;37;43
25/03/2020;1;Andalucia;;3404;;1626;134;134;77
25/03/2020;2;Aragon;1116;;;562;93;48;4
25/03/2020;3;Asturias;841;;;300;34;27;40
25/03/2020;4;Baleares;660;;;205;43;17;39
25/03/2020;5;Canarias;784;;;279;45;24;18
25/03/2020;6;Cantabria;671;;;300;26;17;14
25/03/2020;8;Castilla La Mancha;3383;;;2162;243;316;95
25/03/2020;7;Castilla y Leon;3488;;;1823;202;206;308
25/03/2020;9;Cataluna;11592;;;5371;764;501;1008
25/03/2020;18;Ceuta;10;;;2;2;0;0
25/03/2020;10;C. Valenciana;3200;;;2097;289;167;57
25/03/2020;11;Extremadura;969;;;241;34;58;24
25/03/2020;12;Galicia;1915;;;503;86;32;47
25/03/2020;13;Madrid;;27307;;12440;1221;2090;3882
25/03/2020;19;Melilla;39;;;16;2;1;0
25/03/2020;14;Murcia;596;;;172;36;8;9
25/03/2020;15;Navarra;1411;;;649;54;49;35
25/03/2020;16;Pais Vasco;3946;;;1907;137;180;621
25/03/2020;17;La Rioja;995;;;316;36;43;48
26/03/2020;1;Andalucia;;3790;;1843;148;144;92
26/03/2020;2;Aragon;1338;;;693;114;58;8
26/03/2020;3;Asturias;900;;;339;47;29;52
26/03/2020;4;Baleares;755;;;237;46;22;67
26/03/2020;5;Canarias;878;;;328;61;27;20
26/03/2020;6;Cantabria;810;;;355;29;21;19
26/03/2020;8;Castilla La Mancha;3934;;;2707;273;367;153
26/03/2020;7;Castilla y Leon;4132;;;2214;228;252;423
26/03/2020;9;Cataluna;12940;;;6714;972;685;1482
26/03/2020;18;Ceuta;17;;;2;2;0;0
26/03/2020;10;C. Valenciana;3532;;;2357;325;198;73
26/03/2020;11;Extremadura;1231;;;277;41;69;33
26/03/2020;12;Galicia;2322;;;557;98;43;67
26/03/2020;13;Madrid;;30673;;13580;1312;2412;5044
26/03/2020;19;Melilla;42;;;18;2;1;0
26/03/2020;14;Murcia;714;;;209;53;15;12
26/03/2020;15;Navarra;1641;;;732;75;58;70
26/03/2020;16;Pais Vasco;4601;;;2270;154;207;814
26/03/2020;17;La Rioja;1236;;;388;43;55;62
27/03/2020;1;Andalucia;;4271;;2106;172;175;139
27/03/2020;2;Aragon;1592;;;835;124;93;8
27/03/2020;3;Asturias;1004;;;408;50;33;65
27/03/2020;4;Baleares;862;;;283;59;26;80
27/03/2020;5;Canarias;1025;;;377;68;36;25
27/03/2020;6;Cantabria;937;;;406;37;22;21
27/03/2020;8;Castilla La Mancha;4512;;;2977;289;448;197
27/03/2020;7;Castilla y Leon;4791;;;2648;249;321;585
27/03/2020;9;Cataluna;14263;;;7954;1036;827;1717
27/03/2020;18;Ceuta;17;;;2;2;1;0
27/03/2020;10;C. Valenciana;4034;;;2606;348;234;92
27/03/2020;11;Extremadura;1394;;;312;40;88;49
27/03/2020;12;Galicia;2772;;;906;112;47;95
27/03/2020;13;Madrid;;33027;;14211;1404;2757;6326
27/03/2020;19;Melilla;45;;;22;2;1;0
27/03/2020;14;Murcia;802;;;231;58;17;12
27/03/2020;15;Navarra;1829;;;827;84;70;98
27/03/2020;16;Pais Vasco;5136;;;2612;176;241;1023
27/03/2020;17;La Rioja;1436;;;458;43;65;364
28/03/2020;1;Andalucia;;4676;;2294;201;207;148
28/03/2020;2;Aragon;1858;;;835;124;104;8
28/03/2020;3;Asturias;1088;;;466;57;41;76
28/03/2020;4;Baleares;958;;;345;71;29;82
28/03/2020;5;Canarias;1125;;;425;78;39;30
28/03/2020;6;Cantabria;1023;;;449;40;26;24
28/03/2020;8;Castilla La Mancha;5246;;;3018;299;539;236
28/03/2020;7;Castilla y Leon;5414;;;3160;278;380;752
28/03/2020;9;Cataluna;15025;;;8447;1080;904;1966
28/03/2020;18;Ceuta;21;;;2;2;1;0
28/03/2020;10;C. Valenciana;4784;;;2773;375;267;161
28/03/2020;11;Extremadura;1456;;;313;41;100;51
28/03/2020;12;Galicia;3139;;;1043;123;60;153
28/03/2020;13;Madrid;;34046;;14454;1429;3082;7491
28/03/2020;19;Melilla;48;;;24;2;1;0
28/03/2020;14;Murcia;872;;;260;58;20;16
28/03/2020;15;Navarra;2011;;;896;90;84;125
28/03/2020;16;Pais Vasco;5740;;;3106;271;265;1503
28/03/2020;17;La Rioja;1629;;;497;43;68;397
29/03/2020;1;Andalucia;;5398;;2671;216;236;155
29/03/2020;2;Aragon;2078;;;1094;156;106;174
29/03/2020;3;Asturias;1158;;;479;60;49;78
29/03/2020;4;Baleares;1000;;;353;80;37;100
29/03/2020;5;Canarias;1204;;;444;84;40;32
29/03/2020;6;Cantabria;1100;;;481;46;27;24
29/03/2020;8;Castilla La Mancha;5858;;;3134;302;622;252
29/03/2020;7;Castilla y Leon;5801;;;3411;307;442;871
29/03/2020;9;Cataluna;16104;;;9126;1150;983;2168
29/03/2020;18;Ceuta;25;;;2;2;1;0
29/03/2020;10;C. Valenciana;5110;;;2914;393;310;185
29/03/2020;11;Extremadura;1560;;;353;43;106;60
29/03/2020;12;Galicia;3723;;;1147;134;66;168
29/03/2020;13;Madrid;;34916;;14917;1460;3392;8301
29/03/2020;19;Melilla;51;;;27;3;1;0
29/03/2020;14;Murcia;939;;;265;58;25;17
29/03/2020;15;Navarra;2146;;;955;96;102;161
29/03/2020;16;Pais Vasco;6057;;;3427;293;297;1646
29/03/2020;17;La Rioja;1733;;;517;43;71;431
30/03/2020;1;Andalucia;;5809;;2867;235;248;160
30/03/2020;2;Aragon;2272;;;1176;165;138;204
30/03/2020;3;Asturias;1236;;;529;65;55;90
30/03/2020;4;Baleares;1069;;;399;85;42;111
30/03/2020;5;Canarias;1262;;;483;94;55;57
30/03/2020;6;Cantabria;1171;;;522;50;37;35
30/03/2020;8;Castilla La Mancha;6424;;;3225;344;708;296
30/03/2020;7;Castilla y Leon;6211;;;3629;325;516;1028
30/03/2020;9;Cataluna;18520;;;9925;1218;1216;2633
30/03/2020;18;Ceuta;34;;;3;3;1;0
30/03/2020;10;C. Valenciana;5508;;;3111;416;339;200
30/03/2020;11;Extremadura;1628;;;371;51;133;91
30/03/2020;12;Galicia;4039;;;1250;149;84;187
30/03/2020;13;Madrid;;37461;;15140;1514;3603;9330
30/03/2020;19;Melilla;54;;;27;3;1;0
30/03/2020;14;Murcia;974;;;283;59;34;20
30/03/2020;15;Navarra;2305;;;1035;99;113;192
30/03/2020;16;Pais Vasco;6320;;;3594;307;325;1796
30/03/2020;17;La Rioja;1810;;;575;51;85;496
31/03/2020;1;Andalucia;;6379;;3147;260;308;182
31/03/2020;2;Aragon;2491;;;1234;168;169;257
31/03/2020;3;Asturias;1322;;;590;76;63;109
31/03/2020;4;Baleares;1131;;;468;95;46;170
31/03/2020;5;Canarias;1380;;;532;110;62;77
31/03/2020;6;Cantabria;1213;;;543;54;54;43
31/03/2020;8;Castilla La Mancha;7047;;;3230;353;774;397
31/03/2020;7;Castilla y Leon;6847;;;3951;345;585;1259
31/03/2020;9;Cataluna;19991;;;11446;1345;1458;3077
31/03/2020;18;Ceuta;51;;;6;3;1;0
31/03/2020;10;C. Valenciana;5922;;;3253;434;395;240
31/03/2020;11;Extremadura;1679;;;372;58;152;113
31/03/2020;12;Galicia;4432;;;1338;158;103;259
31/03/2020;13;Madrid;;39258;;15227;1514;3865;10827
31/03/2020;19;Melilla;62;;;32;3;1;0
31/03/2020;14;Murcia;1041;;;304;59;37;43
31/03/2020;15;Navarra;2497;;;1120;104;130;236
31/03/2020;16;Pais Vasco;6838;;;3806;324;369;2165
31/03/2020;17;La Rioja;1960;;;619;54;90;569
01/04/2020;1;Andalucia;;6957;;3444;280;343;228
01/04/2020;2;Aragon;2700;;;1320;178;200;320
01/04/2020;3;Asturias;1384;;;640;79;69;135
01/04/2020;4;Baleares;1204;;;517;105;58;239
01/04/2020;5;Canarias;1444;;;566;113;68;94
01/04/2020;6;Cantabria;1268;;;567;57;60;60
01/04/2020;8;Castilla La Mancha;7682;;;3230;355;854;494
01/04/2020;7;Castilla y Leon;7355;;;4207;353;641;1498
01/04/2020;9;Cataluna;21804;;;12398;1415;1629;3683
01/04/2020;18;Ceuta;55;;;7;3;1;0
01/04/2020;10;C. Valenciana;6308;;;3389;449;443;432
01/04/2020;11;Extremadura;1837;;;412;62;181;139
01/04/2020;12;Galicia;4842;;;1447;165;120;333
01/04/2020;13;Madrid;;41028;;15227;1528;4175;12400
01/04/2020;19;Melilla;62;;;32;3;1;0
01/04/2020;14;Murcia;1084;;;389;68;42;45
01/04/2020;15;Navarra;2682;;;1181;108;141;278
01/04/2020;16;Pais Vasco;7317;;;4087;344;412;2490
01/04/2020;17;La Rioja;2083;;;660;57;101;641
02/04/2020;1;Andalucia;;7353;;3673;338;376;258
02/04/2020;2;Aragon;2889;;;1431;180;224;378
02/04/2020;3;Asturias;1433;;;702;86;70;154
02/04/2020;4;Baleares;1257;;;587;112;69;375
02/04/2020;5;Canarias;1490;;;605;120;73;102
02/04/2020;6;Cantabria;1321;;;592;59;64;74
02/04/2020;8;Castilla La Mancha;8523;;;3168;355;916;579
02/04/2020;7;Castilla y Leon;7875;;;4472;355;723;1759
02/04/2020;9;Cataluna;23460;;;13101;1482;1784;3876
02/04/2020;18;Ceuta;62;;;8;3;1;2
02/04/2020;10;C. Valenciana;6624;;;3492;460;511;592
02/04/2020;11;Extremadura;1893;;;415;64;200;164
02/04/2020;12;Galicia;5219;;;1630;178;138;435
02/04/2020;13;Madrid;;42836;;15050;1506;4483;13850
02/04/2020;19;Melilla;70;;;34;3;2;4
02/04/2020;14;Murcia;1145;;;405;72;46;90
02/04/2020;15;Navarra;2836;;;1284;119;151;294
02/04/2020;16;Pais Vasco;7827;;;4283;363;444;2809
02/04/2020;17;La Rioja;2224;;;738;64;109;745
03/04/2020;1;Andalucia;;7847;;3896;364;426;463
03/04/2020;2;Aragon;3078;;;1505;190;251;440
03/04/2020;3;Asturias;1522;;;766;87;76;190
03/04/2020;4;Baleares;1271;;;634;114;71;422
03/04/2020;5;Canarias;1564;;;632;128;78;123
03/04/2020;6;Cantabria;1384;;;619;60;68;99
03/04/2020;8;Castilla La Mancha;9324;;;3133;360;989;657
03/04/2020;7;Castilla y Leon;8332;;;4685;348;786;2021
03/04/2020;9;Cataluna;24734;;;14251;1569;1928;4589
03/04/2020;18;Ceuta;73;;;8;4;1;2
03/04/2020;10;C. Valenciana;6901;;;3560;470;571;695
03/04/2020;11;Extremadura;1979;;;453;64;208;205
03/04/2020;12;Galicia;5625;;;1767;178;159;531
03/04/2020;13;Madrid;;44552;;14741;1498;4723;15362
03/04/2020;19;Melilla;79;;;37;3;2;9
03/04/2020;14;Murcia;1188;;;434;79;51;113
03/04/2020;15;Navarra;2972;;;1341;120;171;311
03/04/2020;16;Pais Vasco;8187;;;4522;377;477;3098
03/04/2020;17;La Rioja;2405;;;805;64;128;843
04/04/2020;1;Andalucia;;8279;;4107;474;470;665
04/04/2020;2;Aragon;3232;;;1588;233;270;537
04/04/2020;3;Asturias;1605;;;808;90;80;216
04/04/2020;4;Baleares;1293;;;664;120;75;461
04/04/2020;5;Canarias;1622;;;644;129;80;137
04/04/2020;6;Cantabria;1441;;;639;62;68;113
04/04/2020;8;Castilla La Mancha;10031;;;2950;357;1055;1149
04/04/2020;7;Castilla y Leon;8749;;;4905;351;847;2331
04/04/2020;9;Cataluna;26032;;;14798;1653;2053;5149
04/04/2020;18;Ceuta;83;;;9;4;2;2
04/04/2020;10;C. Valenciana;7184;;;3620;478;613;812
04/04/2020;11;Extremadura;2047;;;417;66;218;215
04/04/2020;12;Galicia;5944;;;1831;170;174;587
04/04/2020;13;Madrid;;45434;;14551;1499;4941;16543
04/04/2020;19;Melilla;83;;;38;3;2;11
04/04/2020;14;Murcia;1235;;;447;80;59;130
04/04/2020;15;Navarra;3073;;;1399;123;178;334
04/04/2020;16;Pais Vasco;8628;;;4666;404;515;3405
04/04/2020;17;La Rioja;2592;;;855;66;134;904
05/04/2020;1;Andalucia;;8559;;4227;489;491;798
05/04/2020;2;Aragon;3347;;;1637;237;284;565
05/04/2020;3;Asturias;1646;;;846;90;86;222
05/04/2020;4;Baleares;1320;;;683;121;81;531
05/04/2020;5;Canarias;1649;;;651;133;85;157
05/04/2020;6;Cantabria;1483;;;658;65;77;118
05/04/2020;8;Castilla La Mancha;10602;;;2901;354;1132;1259
05/04/2020;7;Castilla y Leon;9116;;;5041;348;919;2533
05/04/2020;9;Cataluna;26824;;;15258;1685;2167;5374
05/04/2020;18;Ceuta;83;;;9;4;3;2
05/04/2020;10;C. Valenciana;7334;;;3668;487;637;930
05/04/2020;11;Extremadura;2068;;;453;66;228;223
05/04/2020;12;Galicia;6151;;;1916;170;190;610
05/04/2020;13;Madrid;;45950;;14501;1510;5136;17322
05/04/2020;19;Melilla;86;;;38;3;2;11
05/04/2020;14;Murcia;1259;;;468;81;68;156
05/04/2020;15;Navarra;3231;;;1432;124;187;380
05/04/2020;16;Pais Vasco;8810;;;4794;410;548;3568
05/04/2020;17;La Rioja;2719;;;888;66;141;964
06/04/2020;1;Andalucia;;8743;;4335;499;528;900
06/04/2020;2;Aragon;3449;;;1663;247;312;578
06/04/2020;3;Asturias;1679;;;889;91;96;244
06/04/2020;4;Baleares;1369;;;705;124;84;537
06/04/2020;5;Canarias;1725;;;689;137;89;186
06/04/2020;6;Cantabria;1501;;;677;66;85;129
06/04/2020;8;Castilla La Mancha;11077;;;2908;360;1177;1353
06/04/2020;7;Castilla y Leon;9581;;;5180;346;982;2711
06/04/2020;9;Cataluna;28323;;;15643;1740;2329;6150
06/04/2020;18;Ceuta;83;;;9;4;4;2
06/04/2020;10;C. Valenciana;7443;;;3698;492;672;1103
06/04/2020;11;Extremadura;2116;;;686;70;258;282
06/04/2020;12;Galicia;6331;;;1968;162;204;688
06/04/2020;13;Madrid;;47493;;13950;1494;5371;18410
06/04/2020;19;Melilla;92;;;40;3;2;11
06/04/2020;14;Murcia;1283;;;500;84;78;193
06/04/2020;15;Navarra;3355;;;1488;124;202;421
06/04/2020;16;Pais Vasco;9021;;;4856;417;586;3728
06/04/2020;17;La Rioja;2846;;;918;66;160;994
07/04/2020;1;Andalucia;;8973;;4463;520;605;1041
07/04/2020;2;Aragon;3549;;;1716;255;349;659
07/04/2020;3;Asturias;1705;;;958;91;102;294
07/04/2020;4;Baleares;1412;;;731;129;89;616
07/04/2020;5;Canarias;1762;;;703;138;91;249
07/04/2020;6;Cantabria;1572;;;700;69;92;175
07/04/2020;8;Castilla La Mancha;11788;;;2731;354;1255;1557
07/04/2020;7;Castilla y Leon;10058;;;5322;342;1028;2988
07/04/2020;9;Cataluna;29647;;;16235;1829;2462;7320
07/04/2020;18;Ceuta;84;;;9;4;4;7
07/04/2020;10;C. Valenciana;7655;;;3713;496;724;1344
07/04/2020;11;Extremadura;2184;;;898;98;271;328
07/04/2020;12;Galicia;6538;;;2014;158;213;800
07/04/2020;13;Madrid;;48866;;13289;1450;5586;19836
07/04/2020;19;Melilla;93;;;40;3;2;12
07/04/2020;14;Murcia;1326;;;515;86;85;203
07/04/2020;15;Navarra;3467;;;1526;124;206;450
07/04/2020;16;Pais Vasco;9452;;;4982;430;635;4151
07/04/2020;17;La Rioja;2951;;;955;68;177;1061
08/04/2020;1;Andalucia;;9234;;4599;538;652;1193
08/04/2020;2;Aragon;3685;;;1765;261;385;718
08/04/2020;3;Asturias;1737;;;1018;94;110;340
08/04/2020;4;Baleares;1448;;;751;132;89;696
08/04/2020;5;Canarias;1834;;;730;140;92;359
08/04/2020;6;Cantabria;1619;;;720;71;98;214
08/04/2020;8;Castilla La Mancha;12489;;;2575;342;1322;1766
08/04/2020;7;Castilla y Leon;10518;;;5523;338;1082;3242
08/04/2020;9;Cataluna;31043;;;16970;1946;2667;8014
08/04/2020;18;Ceuta;84;;;9;4;4;7
08/04/2020;10;C. Valenciana;7964;;;3815;541;767;1772
08/04/2020;11;Extremadura;2273;;;958;99;283;381
08/04/2020;12;Galicia;6758;;;2094;155;231;910
08/04/2020;13;Madrid;;50268;;12853;1433;5800;21121
08/04/2020;19;Melilla;93;;;40;3;2;16
08/04/2020;14;Murcia;1356;;;533;87;88;219
08/04/2020;15;Navarra;3575;;;1526;124;214;462
08/04/2020;16;Pais Vasco;9806;;;5130;433;689;4514
08/04/2020;17;La Rioja;3026;;;997;69;182;1172
09/04/2020;1;Andalucia;;9482;;4715;582;691;1437
09/04/2020;2;Aragon;3831;;;1822;263;409;797
09/04/2020;3;Asturias;1799;;;1083;100;121;372
09/04/2020;4;Baleares;1488;;;777;136;97;737
09/04/2020;5;Canarias;1858;;;738;141;94;386
09/04/2020;6;Cantabria;1659;;;747;73;102;265
09/04/2020;8;Castilla La Mancha;13063;;;2359;329;1431;1982
09/04/2020;7;Castilla y Leon;11102;;;5674;332;1129;3506
09/04/2020;9;Cataluna;31824;;;17780;1966;2787;8705
09/04/2020;18;Ceuta;91;;;9;4;4;12
09/04/2020;10;C. Valenciana;8331;;;3987;561;796;2085
09/04/2020;11;Extremadura;2332;;;1003;101;288;397
09/04/2020;12;Galicia;6946;;;2165;151;243;997
09/04/2020;13;Madrid;;51205;;12432;1399;5972;22414
09/04/2020;19;Melilla;95;;;41;3;2;17
09/04/2020;14;Murcia;1383;;;533;88;90;255
09/04/2020;15;Navarra;3748;;;1620;124;218;560
09/04/2020;16;Pais Vasco;10103;;;5290;442;729;4680
09/04/2020;17;La Rioja;3076;;;1047;71;196;1256
10/04/2020;1;Andalucia;;9682;;4808;602;737;1630
10/04/2020;2;Aragon;3969;;;1860;266;425;888
10/04/2020;3;Asturias;1827;;;1147;105;128;414
10/04/2020;4;Baleares;1507;;;778;137;102;757
10/04/2020;5;Canarias;1887;;;745;144;95;432
10/04/2020;6;Cantabria;1719;;;773;75;107;281
10/04/2020;8;Castilla La Mancha;13456;;;2198;316;1483;2205
10/04/2020;7;Castilla y Leon;11543;;;5817;327;1180;3757
10/04/2020;9;Cataluna;32984;;;18194;1989;2877;9267
10/04/2020;18;Ceuta;93;;;9;4;4;17
10/04/2020;10;C. Valenciana;8578;;;4132;565;818;2289
10/04/2020;11;Extremadura;2486;;;1052;104;303;462
10/04/2020;12;Galicia;7176;;;2215;144;261;1082
10/04/2020;13;Madrid;;52051;;11894;1376;6084;23663
10/04/2020;19;Melilla;98;;;43;3;2;18
10/04/2020;14;Murcia;1413;;;533;88;94;275
10/04/2020;15;Navarra;3817;;;1641;124;227;603
10/04/2020;16;Pais Vasco;10515;;;5402;453;765;4741
10/04/2020;17;La Rioja;3223;;;1082;73;207;1337
11/04/2020;1;Andalucia;;9976;;4950;619;799;1838
11/04/2020;2;Aragon;4070;;;1901;272;450;934
11/04/2020;3;Asturias;1892;;;1208;106;140;430
11/04/2020;4;Baleares;1534;;;805;142;112;848
11/04/2020;5;Canarias;1918;;;758;144;95;447
11/04/2020;6;Cantabria;1752;;;805;75;110;297
11/04/2020;8;Castilla La Mancha;13698;;;6838;316;1543;2365
11/04/2020;7;Castilla y Leon;12118;;;5957;323;1221;4010
11/04/2020;9;Cataluna;34027;;;18772;2018;2975;9610
11/04/2020;18;Ceuta;93;;;9;4;4;17
11/04/2020;10;C. Valenciana;8841;;;4149;567;838;2624
